Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 1351, 224,  7,  7,  3,  64,  2, 
CB2a_1, 175, 56,  1,  1,  64,  64,  1, 
CB2a_2, 164, 56,  3,  3,  64,  64,  1, 
CB2a_3, 784, 56,  1,  1,  64,  256,  1, 
CB2s, 784, 56,  1,  1,  64,  256,  1, 
IB2b_1, 175, 56,  1,  1,  256,  64,  1, 
IB2b_2, 164, 56,  3,  3,  64,  64,  1, 
IB2b_3, 784, 56,  1,  1,  64,  256,  1, 
IB2c_1, 175, 56,  1,  1,  256,  64,  1, 
IB2c_2, 164, 56,  3,  3,  64,  64,  1, 
IB2c_3, 784, 56,  1,  1,  64,  256,  1, 
CB3a_1, 187, 56,  1,  1,  256,  128,  2, 
CB3a_2, 78, 28,  3,  3,  128,  128,  1, 
CB3a_3, 392, 28,  1,  1,  128,  512,  1, 
CB3s, 841, 56,  1,  1,  256,  512,  2, 
IB3b_1, 88, 28,  1,  1,  512,  128,  1, 
IB3b_2, 78, 28,  3,  3,  128,  128,  1, 
IB3b_3, 392, 28,  1,  1,  128,  512,  1, 
IB3c_1, 88, 28,  1,  1,  512,  128,  1, 
IB3c_2, 78, 28,  3,  3,  128,  128,  1, 
IB3c_3, 392, 28,  1,  1,  128,  512,  1, 
IB3d_1, 88, 28,  1,  1,  512,  128,  1, 
IB3d_2, 78, 28,  3,  3,  128,  128,  1, 
IB3d_3, 392, 28,  1,  1,  128,  512,  1, 
CB4a_1, 113, 28,  1,  1,  512,  256,  2, 
CB4a_2, 38, 14,  3,  3,  256,  256,  1, 
CB4a_3, 196, 14,  1,  1,  256,  1024,  1, 
CB4s, 449, 28,  1,  1,  512,  1024,  2, 
IB4b_1, 49, 14,  1,  1,  1024,  256,  1, 
IB4b_2, 38, 14,  3,  3,  256,  256,  1, 
IB4b_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4c_1, 49, 14,  1,  1,  1024,  256,  1, 
IB4c_2, 38, 14,  3,  3,  256,  256,  1, 
IB4c_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4d_1, 49, 14,  1,  1,  1024,  256,  1, 
IB4d_2, 38, 14,  3,  3,  256,  256,  1, 
IB4d_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4e_1, 49, 14,  1,  1,  1024,  256,  1, 
IB4e_2, 38, 14,  3,  3,  256,  256,  1, 
IB4e_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4f_1, 49, 14,  1,  1,  1024,  256,  1, 
IB4f_2, 38, 14,  3,  3,  256,  256,  1, 
IB4f_3, 196, 14,  1,  1,  256,  1024,  1, 
RPN_Conv1, 74, 14,  3,  3,  1024,  512,  1, 
RPN_Conv_bbox, 1, 7,  1,  1,  512,  36,  1, 
RPN_Conv3_cls, 1, 4,  1,  1,  512,  18,  1, 
