Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 2023, 224,  7,  7,  3,  64,  2, 
CB2a_1, 262, 56,  1,  1,  64,  64,  1, 
CB2a_2, 245, 56,  3,  3,  64,  64,  1, 
CB2a_3, 1046, 56,  1,  1,  64,  256,  1, 
CB2s, 1046, 56,  1,  1,  64,  256,  1, 
IB2b_1, 262, 56,  1,  1,  256,  64,  1, 
IB2b_2, 245, 56,  3,  3,  64,  64,  1, 
IB2b_3, 1046, 56,  1,  1,  64,  256,  1, 
IB2c_1, 262, 56,  1,  1,  256,  64,  1, 
IB2c_2, 245, 56,  3,  3,  64,  64,  1, 
IB2c_3, 1046, 56,  1,  1,  64,  256,  1, 
CB3a_1, 281, 56,  1,  1,  256,  128,  2, 
CB3a_2, 115, 28,  3,  3,  128,  128,  1, 
CB3a_3, 784, 28,  1,  1,  128,  512,  1, 
CB3s, 1681, 56,  1,  1,  256,  512,  2, 
IB3b_1, 131, 28,  1,  1,  512,  128,  1, 
IB3b_2, 115, 28,  3,  3,  128,  128,  1, 
IB3b_3, 784, 28,  1,  1,  128,  512,  1, 
IB3c_1, 131, 28,  1,  1,  512,  128,  1, 
IB3c_2, 115, 28,  3,  3,  128,  128,  1, 
IB3c_3, 784, 28,  1,  1,  128,  512,  1, 
IB3d_1, 131, 28,  1,  1,  512,  128,  1, 
IB3d_2, 115, 28,  3,  3,  128,  128,  1, 
IB3d_3, 784, 28,  1,  1,  128,  512,  1, 
CB4a_1, 149, 28,  1,  1,  512,  256,  2, 
CB4a_2, 50, 14,  3,  3,  256,  256,  1, 
CB4a_3, 196, 14,  1,  1,  256,  1024,  1, 
CB4s, 449, 28,  1,  1,  512,  1024,  2, 
IB4b_1, 66, 14,  1,  1,  1024,  256,  1, 
IB4b_2, 50, 14,  3,  3,  256,  256,  1, 
IB4b_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4c_1, 66, 14,  1,  1,  1024,  256,  1, 
IB4c_2, 50, 14,  3,  3,  256,  256,  1, 
IB4c_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4d_1, 66, 14,  1,  1,  1024,  256,  1, 
IB4d_2, 50, 14,  3,  3,  256,  256,  1, 
IB4d_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4e_1, 66, 14,  1,  1,  1024,  256,  1, 
IB4e_2, 50, 14,  3,  3,  256,  256,  1, 
IB4e_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4f_1, 66, 14,  1,  1,  1024,  256,  1, 
IB4f_2, 50, 14,  3,  3,  256,  256,  1, 
IB4f_3, 196, 14,  1,  1,  256,  1024,  1, 
CB5a_1, 127, 14,  1,  1,  1024,  512,  2, 
CB5a_2, 27, 7,  3,  3,  512,  512,  1, 
CB5a_3, 49, 7,  1,  1,  512,  2048,  1, 
CB5s, 127, 14,  1,  1,  1024,  2048,  2, 
IB5b_1, 49, 7,  1,  1,  2048,  512,  1, 
IB5b_2, 27, 7,  3,  3,  512,  512,  1, 
IB5b_3, 49, 7,  1,  1,  512,  2048,  1, 
IB5c_1, 49, 7,  1,  1,  2048,  512,  1, 
IB5c_2, 27, 7,  3,  3,  512,  512,  1, 
IB5c_3, 49, 7,  1,  1,  512,  2048,  1, 
FC6, 1, 1,  1,  1,  2048,  1000,  1, 
