Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 8073, 224,  7,  7,  3,  64,  2, 
CB2a_1, 1046, 56,  1,  1,  64,  64,  1, 
CB2a_2, 974, 56,  3,  3,  64,  64,  1, 
CB2a_3, 3136, 56,  1,  1,  64,  256,  1, 
CB2s, 3136, 56,  1,  1,  64,  256,  1, 
IB2b_1, 1046, 56,  1,  1,  256,  64,  1, 
IB2b_2, 974, 56,  3,  3,  64,  64,  1, 
IB2b_3, 3136, 56,  1,  1,  64,  256,  1, 
IB2c_1, 1046, 56,  1,  1,  256,  64,  1, 
IB2c_2, 974, 56,  3,  3,  64,  64,  1, 
IB2c_3, 3136, 56,  1,  1,  64,  256,  1, 
CB3a_1, 1681, 56,  1,  1,  256,  128,  2, 
CB3a_2, 678, 28,  3,  3,  128,  128,  1, 
CB3a_3, 784, 28,  1,  1,  128,  512,  1, 
CB3s, 1681, 56,  1,  1,  256,  512,  2, 
IB3b_1, 784, 28,  1,  1,  512,  128,  1, 
IB3b_2, 678, 28,  3,  3,  128,  128,  1, 
IB3b_3, 784, 28,  1,  1,  128,  512,  1, 
IB3c_1, 784, 28,  1,  1,  512,  128,  1, 
IB3c_2, 678, 28,  3,  3,  128,  128,  1, 
IB3c_3, 784, 28,  1,  1,  128,  512,  1, 
IB3d_1, 784, 28,  1,  1,  512,  128,  1, 
IB3d_2, 678, 28,  3,  3,  128,  128,  1, 
IB3d_3, 784, 28,  1,  1,  128,  512,  1, 
CB4a_1, 449, 28,  1,  1,  512,  256,  2, 
CB4a_2, 146, 14,  3,  3,  256,  256,  1, 
CB4a_3, 196, 14,  1,  1,  256,  1024,  1, 
CB4s, 449, 28,  1,  1,  512,  1024,  2, 
IB4b_1, 196, 14,  1,  1,  1024,  256,  1, 
IB4b_2, 146, 14,  3,  3,  256,  256,  1, 
IB4b_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4c_1, 196, 14,  1,  1,  1024,  256,  1, 
IB4c_2, 146, 14,  3,  3,  256,  256,  1, 
IB4c_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4d_1, 196, 14,  1,  1,  1024,  256,  1, 
IB4d_2, 146, 14,  3,  3,  256,  256,  1, 
IB4d_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4e_1, 196, 14,  1,  1,  1024,  256,  1, 
IB4e_2, 146, 14,  3,  3,  256,  256,  1, 
IB4e_3, 196, 14,  1,  1,  256,  1024,  1, 
IB4f_1, 196, 14,  1,  1,  1024,  256,  1, 
IB4f_2, 146, 14,  3,  3,  256,  256,  1, 
IB4f_3, 196, 14,  1,  1,  256,  1024,  1, 
RPN_Conv1, 146, 14,  3,  3,  1024,  512,  1, 
RPN_Conv_bbox, 40, 14,  1,  1,  512,  36,  1, 
RPN_Conv3_cls, 20, 14,  1,  1,  512,  18,  1, 
