Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
LSTM2_igate_x, 1, 1, 1, 1, 1024, 1024, 1,
LSTM2_fgate_h, 1, 1, 1, 1, 1024, 1024, 1,
LSTM2_fgate_x, 1, 1, 1, 1, 1024, 1024, 1,
LSTM2_cgate_h, 1, 1, 1, 1, 1024, 1024, 1,
LSTM2_cgate_x, 1, 1, 1, 1, 1024, 1024, 1,
LSTM2_ogate_h, 1, 1, 1, 1, 1024, 1024, 1,
LSTM2_ogate_x, 1, 1, 1, 1, 1024, 1024, 1,
LSTM2_ptwise1, 1, 1, 1, 1, 1024, 1, 1, 
LSTM2_ptwise2, 1, 1, 1, 1, 1024, 1, 1, 
LSTM2_ptwise3, 1, 1, 1, 1, 1024, 1, 1, 
FC, 1, 1, 1, ,1 2, 2, 1,
Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
,,,,,,,,
Embedding,512,1,1,1,1,33708,1,
Attn_Xmap,1,1,1,1,512,64,1, 
Attn_Kmap,1,1,1,1,512,64,1, 
Attn_Qmap,1,1,1,1,512,64,1, 
Attn_QxK',1,64,1,1,1,64,1,
Attn_SFMXxV,1,64,1,1,64,1,1,
Attn_Concat_map,1,1,1,1,512,512,1,
FFN1,1,1,1,1,512,2048,1,
FFN2,1,1,1,1,2048,512,1,
