Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 58,  224,  7,  7, 1, 64,  2,
Conv2red, 28,  56,  1,  1, 5, 64,  1,
Conv2, 30,  56,  3,  3, 13, 192,  1,
Inc3a_1x1, 14,  28,  1,  1, 13, 64,  1,
Inc3a_3x3red, 14,  28,  1,  1, 20, 96,  1,
Inc3a_3x3, 16,  28,  3,  3, 12, 128,  1,
Inc3a_5x5red, 14,  28,  1,  1, 4, 16,  1,
Inc3a_5x5, 18,  28,  5,  5, 1, 32,  1,
Inc3a_pp, 14,  28,  1,  1, 7, 32,  1,
Inc3b_1x1, 14,  28,  1,  1, 32, 128,  1,
Inc3b_3x3red, 14,  28,  1,  1, 32, 128,  1,
Inc3b_3x3, 16,  28,  3,  3, 26, 192,  1,
Inc3b_5x5red, 14,  28,  1,  1, 9, 32,  1,
Inc3b_5x5, 18,  28,  5,  5, 4, 96,  1,
Inc3b_pp, 14,  28,  1,  1, 18, 64,  1,
Inc4a_1x1, 7,  14,  1,  1, 96, 192,  1,
Inc4a_3x3red, 7,  14,  1,  1, 48, 96,  1,
Inc4a_3x3, 9,  14,  3,  3, 20, 208,  1,
Inc4a_5x5red, 7,  14,  1,  1, 8, 16,  1,
Inc4a_5x5, 11,  14,  5,  5, 1, 48,  1,
Inc4a_pp, 7,  14,  1,  1, 32, 64,  1,
Inc4b_1x1, 7,  14,  1,  1, 86, 160,  1,
Inc4b_3x3red, 7,  14,  1,  1, 57, 112,  1,
Inc4b_3x3, 9,  14,  3,  3, 23, 224,  1,
Inc4b_5x5red, 7,  14,  1,  1, 13, 24,  1,
Inc4b_5x5, 11,  14,  5,  5, 2, 64,  1,
Inc4b_pp, 7,  14,  1,  1, 35, 64,  1,
Inc4c_1x1, 7,  14,  1,  1, 64, 128,  1,
Inc4c_3x3red, 7,  14,  1,  1, 64, 128,  1,
Inc4c_3x3, 9,  14,  3,  3, 32, 256,  1,
Inc4c_5x5red, 7,  14,  1,  1, 13, 24,  1,
Inc4c_5x5, 7,  14,  1,  1, 2, 64,  1,
Inc4c_pp, 7,  14,  1,  1, 35, 64,  1,
Inc4d_1x1, 7,  14,  1,  1, 57, 112,  1,
Inc4d_3x3red, 7,  14,  1,  1, 74, 144,  1,
Inc4d_3x3, 9,  14,  3,  3, 36, 288,  1,
Inc4d_5x5red, 7,  14,  1,  1, 18, 32,  1,
Inc4d_5x5, 11,  14,  5,  5, 3, 64,  1,
Inc4d_pp, 7,  14,  1,  1, 35, 64,  1,
Inc4e_1x1, 7,  14,  1,  1, 132, 256,  1,
Inc4e_3x3red, 7,  14,  1,  1, 88, 160,  1,
Inc4e_3x3, 9,  14,  3,  3, 54, 320,  1,
Inc4e_5x5red, 7,  14,  1,  1, 18, 32,  1,
Inc4e_5x5, 11,  14,  5,  5, 4, 128,  1,
Inc4e_pp, 7,  14,  1,  1, 66, 128,  1,
Inc5a_1x1, 4,  7,  1,  1, 208, 256,  1,
Inc5a_3x3red, 4,  7,  1,  1, 89, 160,  1,
Inc5a_3x3, 6,  7,  3,  3, 54, 320,  1,
Inc5a_5x5red, 4,  7,  1,  1, 28, 32,  1,
Inc5a_5x5, 8,  7,  5,  5, 4, 128,  1,
Inc5a_pp, 4,  7,  1,  1, 104, 128,  1,
Inc5b_1x1, 4,  7,  1,  1, 278, 384,  1,
Inc5b_3x3red, 4,  7,  1,  1, 167, 192,  1,
Inc5b_3x3, 6,  7,  3,  3, 64, 384,  1,
Inc5b_5x5red, 4,  7,  1,  1, 42, 48,  1,
Inc5b_5x5, 8,  7,  5,  5, 4, 128,  1,
Inc5b_pp, 4,  7,  1,  1, 104, 128,  1,
FC6, 1,  1,  1,  1, 1024, 1000,  1,
