Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 58,  224,  7,  7, 1, 64,  2,
Conv2red, 28,  56,  1,  1, 11, 64,  1,
Conv2, 30,  56,  3,  3, 32, 192,  1,
Inc3a_1x1, 14,  28,  1,  1, 32, 64,  1,
Inc3a_3x3red, 14,  28,  1,  1, 48, 96,  1,
Inc3a_3x3, 16,  28,  3,  3, 32, 128,  1,
Inc3a_5x5red, 14,  28,  1,  1, 8, 16,  1,
Inc3a_5x5, 18,  28,  5,  5, 2, 32,  1,
Inc3a_pp, 14,  28,  1,  1, 16, 32,  1,
Inc3b_1x1, 14,  28,  1,  1, 86, 128,  1,
Inc3b_3x3red, 14,  28,  1,  1, 86, 128,  1,
Inc3b_3x3, 16,  28,  3,  3, 64, 192,  1,
Inc3b_5x5red, 14,  28,  1,  1, 22, 32,  1,
Inc3b_5x5, 18,  28,  5,  5, 8, 96,  1,
Inc3b_pp, 14,  28,  1,  1, 43, 64,  1,
Inc4a_1x1, 7,  14,  1,  1, 240, 192,  1,
Inc4a_3x3red, 7,  14,  1,  1, 120, 96,  1,
Inc4a_3x3, 9,  14,  3,  3, 48, 208,  1,
Inc4a_5x5red, 7,  14,  1,  1, 20, 16,  1,
Inc4a_5x5, 11,  14,  5,  5, 2, 48,  1,
Inc4a_pp, 7,  14,  1,  1, 80, 64,  1,
Inc4b_1x1, 7,  14,  1,  1, 171, 160,  1,
Inc4b_3x3red, 7,  14,  1,  1, 128, 112,  1,
Inc4b_3x3, 9,  14,  3,  3, 56, 224,  1,
Inc4b_5x5red, 7,  14,  1,  1, 32, 24,  1,
Inc4b_5x5, 11,  14,  5,  5, 4, 64,  1,
Inc4b_pp, 7,  14,  1,  1, 86, 64,  1,
Inc4c_1x1, 7,  14,  1,  1, 171, 128,  1,
Inc4c_3x3red, 7,  14,  1,  1, 171, 128,  1,
Inc4c_3x3, 9,  14,  3,  3, 64, 256,  1,
Inc4c_5x5red, 7,  14,  1,  1, 32, 24,  1,
Inc4c_5x5, 7,  14,  1,  1, 4, 64,  1,
Inc4c_pp, 7,  14,  1,  1, 86, 64,  1,
Inc4d_1x1, 7,  14,  1,  1, 128, 112,  1,
Inc4d_3x3red, 7,  14,  1,  1, 171, 144,  1,
Inc4d_3x3, 9,  14,  3,  3, 72, 288,  1,
Inc4d_5x5red, 7,  14,  1,  1, 43, 32,  1,
Inc4d_5x5, 11,  14,  5,  5, 6, 64,  1,
Inc4d_pp, 7,  14,  1,  1, 86, 64,  1,
Inc4e_1x1, 7,  14,  1,  1, 264, 256,  1,
Inc4e_3x3red, 7,  14,  1,  1, 176, 160,  1,
Inc4e_3x3, 9,  14,  3,  3, 80, 320,  1,
Inc4e_5x5red, 7,  14,  1,  1, 44, 32,  1,
Inc4e_5x5, 11,  14,  5,  5, 11, 128,  1,
Inc4e_pp, 7,  14,  1,  1, 176, 128,  1,
Inc5a_1x1, 4,  7,  1,  1, 416, 256,  1,
Inc5a_3x3red, 4,  7,  1,  1, 178, 160,  1,
Inc5a_3x3, 6,  7,  3,  3, 80, 320,  1,
Inc5a_5x5red, 4,  7,  1,  1, 70, 32,  1,
Inc5a_5x5, 8,  7,  5,  5, 11, 128,  1,
Inc5a_pp, 4,  7,  1,  1, 278, 128,  1,
Inc5b_1x1, 4,  7,  1,  1, 832, 384,  1,
Inc5b_3x3red, 4,  7,  1,  1, 416, 192,  1,
Inc5b_3x3, 6,  7,  3,  3, 192, 384,  1,
Inc5b_5x5red, 4,  7,  1,  1, 104, 48,  1,
Inc5b_5x5, 8,  7,  5,  5, 11, 128,  1,
Inc5b_pp, 4,  7,  1,  1, 278, 128,  1,
FC6, 1,  1,  1,  1, 1024, 1000,  1,
