Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 58,  224,  7,  7, 1, 64,  2,
Conv2red, 28,  56,  1,  1, 8, 64,  1,
Conv2, 30,  56,  3,  3, 22, 192,  1,
Inc3a_1x1, 14,  28,  1,  1, 24, 64,  1,
Inc3a_3x3red, 14,  28,  1,  1, 39, 96,  1,
Inc3a_3x3, 16,  28,  3,  3, 24, 128,  1,
Inc3a_5x5red, 14,  28,  1,  1, 7, 16,  1,
Inc3a_5x5, 18,  28,  5,  5, 2, 32,  1,
Inc3a_pp, 14,  28,  1,  1, 13, 32,  1,
Inc3b_1x1, 14,  28,  1,  1, 64, 128,  1,
Inc3b_3x3red, 14,  28,  1,  1, 64, 128,  1,
Inc3b_3x3, 16,  28,  3,  3, 43, 192,  1,
Inc3b_5x5red, 14,  28,  1,  1, 18, 32,  1,
Inc3b_5x5, 18,  28,  5,  5, 7, 96,  1,
Inc3b_pp, 14,  28,  1,  1, 32, 64,  1,
Inc4a_1x1, 7,  14,  1,  1, 160, 192,  1,
Inc4a_3x3red, 7,  14,  1,  1, 96, 96,  1,
Inc4a_3x3, 9,  14,  3,  3, 32, 208,  1,
Inc4a_5x5red, 7,  14,  1,  1, 16, 16,  1,
Inc4a_5x5, 11,  14,  5,  5, 2, 48,  1,
Inc4a_pp, 7,  14,  1,  1, 60, 64,  1,
Inc4b_1x1, 7,  14,  1,  1, 171, 160,  1,
Inc4b_3x3red, 7,  14,  1,  1, 103, 112,  1,
Inc4b_3x3, 9,  14,  3,  3, 38, 224,  1,
Inc4b_5x5red, 7,  14,  1,  1, 26, 24,  1,
Inc4b_5x5, 11,  14,  5,  5, 3, 64,  1,
Inc4b_pp, 7,  14,  1,  1, 64, 64,  1,
Inc4c_1x1, 7,  14,  1,  1, 128, 128,  1,
Inc4c_3x3red, 7,  14,  1,  1, 128, 128,  1,
Inc4c_3x3, 9,  14,  3,  3, 64, 256,  1,
Inc4c_5x5red, 7,  14,  1,  1, 26, 24,  1,
Inc4c_5x5, 7,  14,  1,  1, 3, 64,  1,
Inc4c_pp, 7,  14,  1,  1, 64, 64,  1,
Inc4d_1x1, 7,  14,  1,  1, 103, 112,  1,
Inc4d_3x3red, 7,  14,  1,  1, 128, 144,  1,
Inc4d_3x3, 9,  14,  3,  3, 72, 288,  1,
Inc4d_5x5red, 7,  14,  1,  1, 35, 32,  1,
Inc4d_5x5, 11,  14,  5,  5, 4, 64,  1,
Inc4d_pp, 7,  14,  1,  1, 64, 64,  1,
Inc4e_1x1, 7,  14,  1,  1, 264, 256,  1,
Inc4e_3x3red, 7,  14,  1,  1, 176, 160,  1,
Inc4e_3x3, 9,  14,  3,  3, 80, 320,  1,
Inc4e_5x5red, 7,  14,  1,  1, 36, 32,  1,
Inc4e_5x5, 11,  14,  5,  5, 8, 128,  1,
Inc4e_pp, 7,  14,  1,  1, 132, 128,  1,
Inc5a_1x1, 4,  7,  1,  1, 416, 256,  1,
Inc5a_3x3red, 4,  7,  1,  1, 178, 160,  1,
Inc5a_3x3, 6,  7,  3,  3, 80, 320,  1,
Inc5a_5x5red, 4,  7,  1,  1, 56, 32,  1,
Inc5a_5x5, 8,  7,  5,  5, 8, 128,  1,
Inc5a_pp, 4,  7,  1,  1, 208, 128,  1,
Inc5b_1x1, 4,  7,  1,  1, 416, 384,  1,
Inc5b_3x3red, 4,  7,  1,  1, 278, 192,  1,
Inc5b_3x3, 6,  7,  3,  3, 96, 384,  1,
Inc5b_5x5red, 4,  7,  1,  1, 84, 48,  1,
Inc5b_5x5, 8,  7,  5,  5, 8, 128,  1,
Inc5b_pp, 4,  7,  1,  1, 208, 128,  1,
FC6, 1,  1,  1,  1, 1024, 1000,  1,
