Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 58,  224,  7,  7, 1, 64,  2,
Conv2red, 28,  56,  1,  1, 6, 64,  1,
Conv2, 30,  56,  3,  3, 16, 192,  1,
Inc3a_1x1, 14,  28,  1,  1, 18, 64,  1,
Inc3a_3x3red, 14,  28,  1,  1, 28, 96,  1,
Inc3a_3x3, 16,  28,  3,  3, 16, 128,  1,
Inc3a_5x5red, 14,  28,  1,  1, 5, 16,  1,
Inc3a_5x5, 18,  28,  5,  5, 1, 32,  1,
Inc3a_pp, 14,  28,  1,  1, 10, 32,  1,
Inc3b_1x1, 14,  28,  1,  1, 43, 128,  1,
Inc3b_3x3red, 14,  28,  1,  1, 43, 128,  1,
Inc3b_3x3, 16,  28,  3,  3, 32, 192,  1,
Inc3b_5x5red, 14,  28,  1,  1, 13, 32,  1,
Inc3b_5x5, 18,  28,  5,  5, 5, 96,  1,
Inc3b_pp, 14,  28,  1,  1, 24, 64,  1,
Inc4a_1x1, 7,  14,  1,  1, 120, 192,  1,
Inc4a_3x3red, 7,  14,  1,  1, 69, 96,  1,
Inc4a_3x3, 9,  14,  3,  3, 24, 208,  1,
Inc4a_5x5red, 7,  14,  1,  1, 12, 16,  1,
Inc4a_5x5, 11,  14,  5,  5, 2, 48,  1,
Inc4a_pp, 7,  14,  1,  1, 44, 64,  1,
Inc4b_1x1, 7,  14,  1,  1, 103, 160,  1,
Inc4b_3x3red, 7,  14,  1,  1, 86, 112,  1,
Inc4b_3x3, 9,  14,  3,  3, 38, 224,  1,
Inc4b_5x5red, 7,  14,  1,  1, 19, 24,  1,
Inc4b_5x5, 11,  14,  5,  5, 3, 64,  1,
Inc4b_pp, 7,  14,  1,  1, 47, 64,  1,
Inc4c_1x1, 7,  14,  1,  1, 86, 128,  1,
Inc4c_3x3red, 7,  14,  1,  1, 86, 128,  1,
Inc4c_3x3, 9,  14,  3,  3, 43, 256,  1,
Inc4c_5x5red, 7,  14,  1,  1, 19, 24,  1,
Inc4c_5x5, 7,  14,  1,  1, 3, 64,  1,
Inc4c_pp, 7,  14,  1,  1, 47, 64,  1,
Inc4d_1x1, 7,  14,  1,  1, 86, 112,  1,
Inc4d_3x3red, 7,  14,  1,  1, 103, 144,  1,
Inc4d_3x3, 9,  14,  3,  3, 48, 288,  1,
Inc4d_5x5red, 7,  14,  1,  1, 25, 32,  1,
Inc4d_5x5, 11,  14,  5,  5, 3, 64,  1,
Inc4d_pp, 7,  14,  1,  1, 47, 64,  1,
Inc4e_1x1, 7,  14,  1,  1, 176, 256,  1,
Inc4e_3x3red, 7,  14,  1,  1, 106, 160,  1,
Inc4e_3x3, 9,  14,  3,  3, 54, 320,  1,
Inc4e_5x5red, 7,  14,  1,  1, 26, 32,  1,
Inc4e_5x5, 11,  14,  5,  5, 6, 128,  1,
Inc4e_pp, 7,  14,  1,  1, 88, 128,  1,
Inc5a_1x1, 4,  7,  1,  1, 278, 256,  1,
Inc5a_3x3red, 4,  7,  1,  1, 107, 160,  1,
Inc5a_3x3, 6,  7,  3,  3, 54, 320,  1,
Inc5a_5x5red, 4,  7,  1,  1, 40, 32,  1,
Inc5a_5x5, 8,  7,  5,  5, 6, 128,  1,
Inc5a_pp, 4,  7,  1,  1, 139, 128,  1,
Inc5b_1x1, 4,  7,  1,  1, 416, 384,  1,
Inc5b_3x3red, 4,  7,  1,  1, 208, 192,  1,
Inc5b_3x3, 6,  7,  3,  3, 96, 384,  1,
Inc5b_5x5red, 4,  7,  1,  1, 60, 48,  1,
Inc5b_5x5, 8,  7,  5,  5, 6, 128,  1,
Inc5b_pp, 4,  7,  1,  1, 139, 128,  1,
FC6, 1,  1,  1,  1, 1024, 1000,  1,
