Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1,  224,  224,  7,  7,  3, 64,  2, 
Conv2red,  56,  56,  1,  1,  64, 64,  1, 
Conv2,  56,  56,  3,  3,  64, 192,  1, 
Inc3a_1x1,  28,  28,  1,  1,  192, 64,  1, 
Inc3a_3x3red,  28,  28,  1,  1,  192, 96,  1, 
Inc3a_3x3,  28,  28,  3,  3,  96, 128,  1, 
Inc3a_5x5red,  28,  28,  1,  1,  192, 16,  1, 
Inc3a_5x5,  28,  28,  5,  5,  16, 32,  1, 
Inc3a_pp,  28,  28,  1,  1,  192, 32,  1, 
Inc3b_1x1,  28,  28,  1,  1,  256, 128,  1, 
Inc3b_3x3red,  28,  28,  1,  1,  256, 128,  1, 
Inc3b_3x3,  28,  28,  3,  3,  128, 192,  1, 
Inc3b_5x5red,  28,  28,  1,  1,  256, 32,  1, 
Inc3b_5x5,  28,  28,  5,  5,  32, 96,  1, 
Inc3b_pp,  28,  28,  1,  1,  256, 64,  1, 
Inc4a_1x1,  14,  14,  1,  1,  480, 48,  1, 
Inc4a_3x3red,  14,  14,  1,  1,  480, 24,  1, 
Inc4a_3x3,  14,  14,  3,  3,  96, 35,  1, 
Inc4a_5x5red,  14,  14,  1,  1,  480, 4,  1, 
Inc4a_5x5,  14,  14,  5,  5,  16, 6,  1, 
Inc4a_pp,  14,  14,  1,  1,  480, 16,  1, 
Inc4b_1x1,  14,  14,  1,  1,  512, 40,  1, 
Inc4b_3x3red,  14,  14,  1,  1,  512, 28,  1, 
Inc4b_3x3,  14,  14,  3,  3,  112, 38,  1, 
Inc4b_5x5red,  14,  14,  1,  1,  512, 6,  1, 
Inc4b_5x5,  14,  14,  5,  5,  24, 8,  1, 
Inc4b_pp,  14,  14,  1,  1,  512, 16,  1, 
Inc4c_1x1,  14,  14,  1,  1,  512, 32,  1, 
Inc4c_3x3red,  14,  14,  1,  1,  512, 32,  1, 
Inc4c_3x3,  14,  14,  3,  3,  128, 43,  1, 
Inc4c_5x5red,  14,  14,  1,  1,  512, 6,  1, 
Inc4c_5x5,  14,  14,  1,  1,  24, 16,  1, 
Inc4c_pp,  14,  14,  1,  1,  512, 16,  1, 
Inc4d_1x1,  14,  14,  1,  1,  512, 28,  1, 
Inc4d_3x3red,  14,  14,  1,  1,  512, 36,  1, 
Inc4d_3x3,  14,  14,  3,  3,  144, 48,  1, 
Inc4d_5x5red,  14,  14,  1,  1,  512, 8,  1, 
Inc4d_5x5,  14,  14,  5,  5,  32, 8,  1, 
Inc4d_pp,  14,  14,  1,  1,  512, 16,  1, 
Inc4e_1x1,  14,  14,  1,  1,  528, 64,  1, 
Inc4e_3x3red,  14,  14,  1,  1,  528, 40,  1, 
Inc4e_3x3,  14,  14,  3,  3,  160, 54,  1, 
Inc4e_5x5red,  14,  14,  1,  1,  528, 8,  1, 
Inc4e_5x5,  14,  14,  5,  5,  32, 15,  1, 
Inc4e_pp,  14,  14,  1,  1,  528, 32,  1, 
Inc5a_1x1,  7,  7,  1,  1,  832, 14,  1, 
Inc5a_3x3red,  7,  7,  1,  1,  532, 9,  1, 
Inc5a_3x3,  7,  7,  3,  3,  160, 9,  1, 
Inc5a_5x5red,  7,  7,  1,  1,  832, 2,  1, 
Inc5a_5x5,  7,  7,  5,  5,  32, 2,  1, 
Inc5a_pp,  7,  7,  1,  1,  832, 7,  1, 
Inc5b_1x1,  7,  7,  1,  1,  832, 21,  1, 
Inc5b_3x3red,  7,  7,  1,  1,  832, 11,  1, 
Inc5b_3x3,  7,  7,  3,  3,  192, 11,  1, 
Inc5b_5x5red,  7,  7,  1,  1,  832, 3,  1, 
Inc5b_5x5,  7,  7,  5,  5,  32, 2,  1, 
Inc5b_pp,  7,  7,  1,  1,  832, 7,  1, 
FC6,  1,  1,  1,  1,  1024, 2,  1, 
